,CustAccountBalance,TransactionAmount (INR),recency,age
2494,1756.46,1170.0,2624,34
2495,84088.09,780.0,2624,40
2496,15834.56,0.0,2624,35
2497,2782.78,233.0,2624,52
2498,7971.16,1900.0,2624,38
2499,6578.43,200.0,2624,31
2500,139628.52,220.0,2624,37
2501,81154.82,30000.0,2624,37
2502,5714.36,147.0,2624,29
2503,360933.75,11510.0,2624,62
2504,16370.7,237.82,2624,39
2505,33039.82,200.0,2624,35
2506,55878.83,2899.0,2624,42
2507,92597.62,200.0,2624,223
2508,61458.27,779.0,2624,36
2509,996.25,325.0,2624,31
2510,245773.59,2271.0,2624,35
2511,1197.58,25.0,2624,61
2512,13273.12,1028.0,2624,40
2513,10.28,18790.0,2624,28
2514,89490.9,164.0,2624,37
2515,20274.56,597.0,2624,32
2516,361905.35,1930.0,2624,48
2517,25547.02,200.0,2624,42
2518,11434.49,2025.0,2624,36
2519,21705.85,6670.0,2624,37
2520,16424.44,985.0,2624,36
2521,52362.11,150.0,2624,39
2522,20928.89,550.0,2624,39
2523,11837.11,62.0,2624,30
2524,27702.58,50.0,2624,29
2525,97896.56,1028.0,2624,49
2526,46085.15,620.0,2624,47
2527,3100.76,200.0,2624,33
2528,55824.26,166.37,2624,31
2529,34647.59,1045.0,2624,223
2530,40364.28,715.01,2624,43
2531,3985.67,53000.0,2624,63
2532,56622.03,800.0,2624,34
2533,4997.77,1365.0,2624,37
2534,37113.48,300.0,2624,46
2535,30567.48,50.0,2624,32
2536,1697.11,1000.0,2624,67
2537,259.03,599.0,2624,33
2538,56809.49,535.0,2624,35
2539,8779.78,500.0,2624,34
2540,12485.04,220.0,2624,34
2541,57316.67,9.0,2624,33
2542,67262.4,710.0,2624,41
2543,115908.29,8.09,2624,30
2544,5928.79,430.0,2624,33
2545,8130.51,218.0,2624,40
2546,14664.7,64.0,2624,32
2547,66978.44,483.82,2624,43
2548,310288.19,3000.0,2624,48
2549,52.62,1314.0,2624,37
2550,10365.99,1216.0,2624,33
2551,70141.28,793.0,2624,41
2552,17189.06,103.0,2624,36
2553,8263.16,50.0,2624,44
2554,4370.97,140.0,2624,36
2555,6583.74,2000.0,2624,44
2556,2339.92,485.0,2624,44
2557,18980.15,20.0,2624,32
2558,86221.05,58.0,2624,34
2559,10399.63,542.0,2624,34
2560,16276.25,850.0,2624,34
2561,72290.31,425.0,2624,32
2562,150681.34,499.0,2624,31
2563,3472.98,1354.0,2624,38
2564,66815.9,825.0,2624,81
2565,23974.82,737.98,2624,29
2566,25000.01,965.0,2624,36
2567,22220.06,33.0,2624,36
2568,712496.32,1807.74,2624,55
2569,123441.95,200.0,2624,223
2570,42918.44,1000.0,2624,27
2572,122580.12,219.0,2624,34
2573,59880.42,250.0,2624,33
2574,6308.07,220.0,2624,40
2575,9686.25,10999.0,2624,31
2576,89633.04,500.0,2624,223
2577,21220.6,3625.2,2624,59
2578,3342.3,50.0,2624,36
2579,22957.04,363.0,2624,30
2580,631.68,1500.0,2624,43
2581,24278.68,145.0,2624,36
2582,22686.03,460.0,2624,45
2583,66.34,1746.0,2624,37
2584,1404.54,713.9,2624,32
2585,61806.32,850.0,2624,45
2586,11186.56,530.0,2624,35
2587,29707.76,57.0,2624,38
2588,13806.62,144.0,2624,38
2589,18376.69,550.0,2624,49
2590,149010.63,650.0,2624,43
2591,10875.92,840.0,2624,33
2592,652.18,770.0,2624,41
2593,41.75,25.0,2624,28
2594,12324.76,874.0,2624,36
2595,3823.04,50.0,2624,36
2596,36168.08,775.0,2624,36
2597,16179.72,255.0,2624,40
2598,67820.9,33.0,2624,44
2599,11558.23,249.0,2624,32
2600,961.85,465.0,2624,26
2601,0.43,43.0,2624,40
2602,2182.56,4126.0,2624,40
2603,65529.65,150.0,2624,33
2604,9275.91,90.0,2624,34
2605,1540.62,25.0,2624,43
2606,9904.14,600.0,2624,36
2607,1972.56,1655.0,2624,38
2608,13783.33,318.0,2624,38
2609,201592.42,7593.0,2624,223
2610,2047.65,10.0,2624,31
2611,10618.24,200.0,2624,32
2612,12719.89,2645.0,2624,36
2613,34678.51,100.0,2624,31
2614,9373.74,500.0,2624,33
2615,46882.27,376.75,2624,39
2616,71004.8,1838.0,2624,223
2617,477156.52,4600.0,2624,31
2618,22850.88,262.0,2624,34
2619,480.02,100.0,2624,37
2620,5795.3,0.0,2624,30
2621,16369.59,10248.0,2624,223
2622,2114.58,129.0,2624,50
2623,7371.9,489.18,2624,38
2624,37486.64,11846.4,2624,32
2625,90546.77,900.0,2624,50
2626,70714.1,1550.0,2624,31
2627,10191.55,200.0,2624,39
2628,1007.11,50.0,2624,33
2629,257342.94,524.0,2624,60
2630,10191.67,830.0,2624,43
2631,66150.98,2675.0,2624,42
2632,321.79,255.0,2624,36
2633,7.03,300.0,2624,36
2634,1454.43,1419.0,2624,39
2635,7615.29,375.0,2624,27
2636,20692.42,2713.0,2624,223
2637,32645.4,999.0,2624,26
2638,5336.67,233.0,2624,58
2639,10231.18,2192.0,2624,52
2640,43373.68,1617.9,2624,38
2641,5527.36,1410.0,2624,40
2642,356681.1,5006.0,2624,45
2643,24454.5,478.0,2624,223
2644,3661.39,380.0,2624,33
2645,2.85,332.01,2624,29
2646,54218.12,105.0,2624,29
2647,126352.67,132.0,2624,28
2648,9875.27,4786.0,2624,38
2649,81510.68,149.0,2624,36
2650,5207.42,450.0,2624,26
2651,404.24,555.0,2624,29
2652,760.3,810.0,2624,35
2653,8762.84,350.0,2624,34
2654,41671.92,1000.0,2624,39
2655,34018.79,1481.0,2624,223
2656,263.0,2733.0,2624,41
2657,501.1,499.5,2624,44
2658,300425.12,3300.0,2624,40
2659,50871.97,3500.0,2624,38
2660,1.0,37.0,2624,32
2661,8882.58,1608.86,2624,43
2662,55845.38,5000.11,2624,36
2663,8.75,251.87,2624,35
2664,2825.5,1800.0,2624,40
2665,3469.98,1127.0,2624,32
2666,13377.72,500.0,2624,28
2667,1011035.79,381.0,2624,41
2668,4132.27,297.0,2624,34
2669,185401.34,0.0,2624,26
2670,157847.04,430.0,2624,50
2671,35155.53,123.0,2624,32
2672,5.0,150.0,2624,25
2673,6521.73,3407.0,2624,35
2674,53788.83,100.0,2624,35
2675,273452.12,1246.0,2624,29
2676,20243.35,290.0,2624,53
2677,387.7,633.0,2624,39
2678,7371.9,489.18,2624,38
2679,13570.07,89.0,2624,37
2680,8174.45,288.03,2624,38
2681,67064.5,1990.0,2624,37
2682,4644.5,360.0,2624,38
2683,240548.11,193.0,2624,43
2684,4695.95,100.0,2624,38
2685,13649.43,620.0,2624,29
2686,81850.41,1087.0,2624,38
2687,68920.33,4101.0,2624,37
2688,258.83,1320.0,2624,37
2689,7036.2,6000.0,2624,27
2690,5401.99,392.0,2624,223
2691,78903.88,1033.15,2624,63
2692,39799.66,53.0,2624,28
2693,63207.57,156.38,2624,40
2694,307097.28,429.18,2624,50
2695,3188.18,20.0,2624,29
2696,60949.06,50.0,2624,41
2697,978298.68,3000.0,2624,44
2698,38506.98,200.0,2624,31
2699,190724.96,300.0,2624,35
2700,4002.21,70.0,2624,27
2701,12141.05,145.0,2624,42
2702,3099.57,30.0,2624,42
2703,2797.57,349.0,2624,44
2704,95.99,100.0,2624,32
2705,162702.14,200.0,2624,38
2706,19040.29,86.0,2624,43
2707,183711.95,175.0,2624,48
2708,27483.65,100.0,2624,223
2709,475011.1,225.0,2624,33
2710,84613.27,400.0,2624,42
2711,37709.78,1000.0,2624,47
2712,39430.27,530.55,2624,36
2713,63681.01,254.0,2624,53
2714,67697.88,320.0,2624,50
2715,6549.34,280.0,2624,29
2716,54353.5,1545.0,2624,46
2717,28812.93,500.0,2624,30
2718,218759.95,700.0,2624,40
2719,14303.91,25.0,2624,37
2720,588350.11,200.0,2624,43
2721,33518.84,1500.0,2624,33
2722,4102.18,50.0,2624,25
2723,2540.13,10.0,2624,32
2724,9145.36,263.0,2624,40
2725,88598.42,238.0,2624,67
2726,7823.2,509.0,2624,32
2727,5838.69,151.72,2624,31
2728,190306.79,15980.0,2624,34
2729,173315.38,120.0,2624,39
2730,482006.26,100.0,2624,30
2731,70270.31,1500.0,2624,50
2732,27.68,53000.0,2624,37
2733,577313.02,200.0,2624,37
2734,48931.21,1498.0,2624,35
2735,18716.91,3854.0,2624,39
2736,1328.76,100.0,2624,36
2737,2301.64,206.0,2624,29
2738,8008.79,481.0,2624,29
2739,14764.01,680.0,2624,31
2740,39855.31,1975.0,2624,32
2741,41850.38,1326.0,2624,42
2742,26886.66,4100.0,2624,54
2743,8797.55,500.0,2624,31
2744,1459633.62,1558.0,2624,63
2745,93.6,335.0,2624,38
2746,2447.92,150.0,2624,38
2747,1556.83,390.0,2624,36
2748,36629.79,2905.0,2624,32
2749,634188.12,154.0,2624,39
2750,109901.28,1527.0,2624,45
2751,26384.16,100.0,2624,40
2752,10523.26,80.0,2624,28
2753,39670.01,75.0,2624,27
2754,56114.46,500.0,2624,223
2755,54699.02,340.0,2624,47
2756,318334.15,548.0,2624,41
2757,13913.45,4157.1,2624,34
2758,225387.87,598.0,2624,40
2759,112887.68,85.0,2624,31
2760,71913.19,188.0,2624,27
2761,25092.97,430.38,2624,43
2762,204863.48,4403.0,2624,45
2763,8326.22,1.0,2624,39
2764,2519.44,400.0,2624,27
2765,56659.59,4810.0,2624,51
2766,141.01,549.0,2624,41
2767,28481.86,568.0,2624,31
2768,136216.56,300.0,2624,53
2769,88598.42,536.26,2624,67
2770,50218.62,1999.0,2624,47
2771,13455.31,29.0,2624,39
2772,654305.43,150.0,2624,71
2773,9378.21,380.0,2624,32
2774,5775.29,130.0,2624,38
2775,43858.35,3000.0,2624,35
2776,395208.93,2773.0,2624,32
2777,16020.45,1000.0,2624,40
2778,368480.39,460.0,2624,54
2779,342.98,50.0,2624,27
2780,775933.42,673.0,2624,32
2781,190980.13,20.0,2624,38
2782,20.68,50.0,2624,29
2783,1026.95,30.0,2624,33
2784,0.24,260.0,2624,27
2785,50439.98,166.0,2624,41
2786,16880.94,1999.0,2624,38
2787,59581.06,7147.0,2624,33
2788,42631.97,497.31,2624,34
2789,27021.05,1500.0,2624,223
2790,33797.92,2000.0,2624,34
2791,225590.29,2794.0,2624,79
2792,120559.08,1142.0,2624,42
2793,10707.18,1080.0,2624,38
2794,14075.25,67.0,2624,32
2795,14457.69,30.0,2624,29
2796,443372.83,455.0,2624,59
2797,711106.11,99.0,2624,44
2798,25181.79,117.0,2624,40
2799,846052.44,4733.0,2624,223
2800,20643.59,482.0,2624,27
2801,549695.74,11350.0,2624,223
2802,9687.31,428.0,2624,36
2803,41268.37,35.0,2624,36
2804,71648.02,450.0,2624,44
2805,687779.62,5004.0,2624,52
2806,174.95,185.92,2624,27
2807,259701.08,145.32,2624,31
2808,7062.45,90.0,2624,39
2809,1049.61,3490.3,2624,48
2810,57478.65,473.0,2624,28
2811,20227.44,4333.0,2624,85
2812,49245.67,144.0,2624,39
2813,11153.07,180.0,2624,29
2814,24490.24,222.0,2624,36
2815,93.5,65.0,2624,45
2816,38241.99,200.0,2624,37
2817,10944.94,97.73,2624,39
2818,118276.4,249.5,2624,46
2819,237994.2,1271.0,2624,30
2820,14024.88,492.0,2624,35
2821,15461.63,245.0,2624,223
2822,4682213.6,1.0,2624,223
2823,65966.09,599.0,2624,223
2824,58.83,50.0,2624,37
2825,16462.07,866.0,2624,33
2826,7666.58,7397.0,2624,26
2827,182693.17,4292.0,2624,51
2828,12747.61,135.0,2624,32
2829,11852.45,831.0,2624,30
2830,4278.85,37.0,2624,36
2831,87777.56,662.42,2624,34
2832,0.0,500.0,2624,29
2833,3436.59,15500.0,2624,32
2834,23116.1,50.0,2624,40
2835,11953.2,200.0,2624,34
2836,32408.76,1196.0,2624,55
2837,3542.11,2000.0,2624,43
2838,35680.46,595.0,2624,40
2839,11461.07,235.0,2624,70
2840,6323.4,254.0,2624,34
2841,1216.72,390.0,2624,43
2842,49134.38,528.0,2624,52
2843,230627.96,7661.0,2624,68
2844,8494.53,400.0,2624,33
2845,99316.75,198.0,2624,38
2846,102274.35,390.0,2624,40
2847,4332.51,1470.0,2624,28
2848,176664.6,500.0,2624,44
2849,2635.19,303.01,2624,37
2850,28367.8,550.0,2624,36
2851,73.63,2000.0,2624,40
2852,13284.74,200.0,2624,32
2853,700.11,320.0,2624,29
2854,111223.99,50.0,2624,31
2855,50327.44,850.0,2624,51
2856,885.71,500.0,2624,33
2857,8360.16,1201.0,2624,40
2858,154540.76,21500.0,2624,223
2859,1595.28,50.0,2624,36
2860,28377.49,1299.0,2624,36
2861,10259.97,500.0,2624,41
2862,24988.35,220.0,2624,31
2863,13885.26,650.0,2624,30
2864,6646.49,27.0,2624,32
2865,461461.71,2995.0,2624,38
2866,4573.28,501.0,2624,34
2867,89999.88,200.0,2624,35
2868,17630.62,20000.0,2624,37
2869,27295.7,75.0,2624,34
2870,37286.4,57.0,2624,35
2871,8336.1,25.0,2624,33
2872,13533.78,500.0,2624,33
2873,19992.88,286.0,2624,30
2874,1154.86,695.0,2624,31
2875,1863.56,749.0,2624,31
2876,13303.43,4000.0,2624,223
2877,14.0,50.0,2624,34
2878,2321.85,100.0,2624,35
2879,18474.16,117.65,2624,40
2880,10580.47,2490.0,2624,46
2881,32236.65,101.15,2624,32
2882,12206.84,562.0,2624,45
2883,5524.74,58.0,2624,28
2884,3512.33,1000.0,2624,35
2885,11125.53,298.0,2624,43
2886,17191.44,4529.0,2624,42
2887,22163.75,5500.0,2624,35
2888,46664.77,26.0,2624,36
2889,66286.02,46.69,2624,27
2890,190632.1,270.0,2624,223
2891,171781.42,772.0,2624,34
2892,1586508.61,50000.0,2624,43
2893,630.32,600.0,2624,37
2894,122999.24,79500.0,2624,223
2895,24429.89,999.0,2624,41
2896,5818.5,18000.0,2624,32
2897,5344.17,30.0,2624,29
2898,17895.06,437.0,2624,36
2899,181828.38,106.0,2624,38
2900,30237.34,808.0,2624,38
2901,42209.19,1334.0,2624,30
2902,14022.58,585.0,2624,35
2903,22654.52,100.0,2624,28
2904,106146.45,500.0,2624,223
2905,44652.31,1500.0,2624,74
2906,38696.2,251.0,2624,33
2907,30612.5,265.0,2624,41
2908,190081.55,190.0,2624,31
2909,3320.87,700.0,2624,41
2910,4418.29,72.0,2624,35
2911,19523.75,849.0,2624,37
2912,10540.85,700.0,2624,44
2913,15554.16,2732.0,2624,31
2914,50379.85,300.0,2624,39
2915,11891.12,234.0,2624,47
2916,286125.03,40520.0,2624,223
2917,10562.41,1641.0,2624,223
2918,43577.11,260.0,2624,42
2919,1449.3,340.0,2624,39
2920,46779.95,40.0,2624,34
2921,253.24,200.0,2624,223
2922,3628.55,30.0,2624,29
2923,102837.49,13686.0,2624,49
2924,35109.43,218.0,2624,30
2925,24177.56,550.0,2624,46
2926,98906.55,720.09,2624,51
2927,34627.37,142.0,2624,29
2928,400929.61,98.0,2624,32
2929,3076.87,24.0,2624,36
2930,748.56,299.0,2624,42
2931,18869.13,1232.0,2624,54
2932,324694.93,4718.97,2624,36
2933,397.01,50.0,2624,37
2934,4627.53,202.0,2624,33
2935,52133.97,480.0,2624,46
2936,864029.42,2249.0,2624,47
2937,28703.4,2000.0,2624,39
2938,335280.58,1519.0,2624,47
2939,95712.74,489.0,2624,63
2940,66931.64,182.0,2624,33
2941,19325.52,150.0,2624,42
2942,20215.67,772.0,2624,34
2943,58.83,50.0,2624,37
2944,998.81,627.47,2624,32
2945,20706.06,500.0,2624,47
2946,272999.79,2526.0,2624,46
2947,2214073.61,497.0,2624,39
2948,77726.33,310.0,2624,55
2949,263311.25,340.0,2624,36
2950,383047.85,849.0,2624,51
2951,5315.45,80009.09,2624,41
2952,582022.44,1865.0,2624,37
2953,204227.05,1500.0,2624,47
2954,40870.62,315.0,2624,41
2955,28137.18,1000.0,2624,33
2956,58.83,60.0,2624,37
2957,11088.25,710.0,2624,36
2958,27260.09,577.0,2624,28
2959,7981.81,300.0,2624,30
2960,644089.62,269.0,2624,61
2961,12082.51,1216.0,2624,32
2962,31158.86,119.0,2624,34
2963,754.62,629.0,2624,33
2964,11294.69,1616.2,2624,33
2965,255.23,50.0,2624,36
2966,37781.6,1691.0,2624,35
2967,7335.05,20.0,2624,33
2968,74566.61,20.0,2624,65
2969,27021.05,1500.0,2624,223
2970,3146.05,1114.0,2624,37
2971,19976.16,360.0,2624,33
2972,30529.74,300.0,2624,223
2973,4569.88,3843.0,2624,50
2974,11025.56,1022.0,2624,34
2975,4953.93,28.42,2624,35
2976,1357.81,1648.0,2624,34
2977,41565.38,50.0,2624,31
2978,56112.74,800.0,2624,39
2979,4063.21,105.98,2624,30
2980,360.86,1400.0,2624,35
2981,40338.23,1000.0,2624,48
2982,9459.81,1512.94,2624,36
2983,10896.93,500.0,2624,39
2984,42378.91,200.0,2624,47
2985,51977.74,63.35,2624,37
2986,74625.78,100.0,2624,40
2987,39560.53,48.0,2624,37
2988,133389.41,70.0,2624,223
2989,20040.78,862.0,2624,30
2990,11341.02,100.0,2624,31
2991,2589.23,14.0,2624,31
2992,400251.07,999.0,2624,33
2993,6965.23,550.0,2624,42
2994,13015.96,173.0,2624,37
2995,60430.84,1700.0,2624,47
2996,1154.86,224.0,2624,31
2997,2461.65,1667.0,2624,44
2998,213255.04,25000.0,2624,38
2999,3793.42,54.0,2624,28
3000,127287.59,549.0,2624,33
3001,1109.97,18.08,2624,28
3002,33402.52,1795.0,2624,45
3003,545.92,50.0,2624,31
3004,7160.29,147.61,2624,35
3005,121463.43,1145.0,2624,30
3006,58622.44,738.0,2624,34
3007,8859.72,10.0,2624,32
3008,8984.39,485.0,2624,32
3009,15560.83,2750.0,2624,42
3010,9891.77,129.1,2624,39
3011,1710.12,168.0,2624,29
3012,1426.19,7588.1,2624,223
3013,55037.45,2460.0,2624,43
3014,6224.08,760.0,2624,41
3015,51.0,500.0,2624,28
3016,9730.21,360.0,2624,30
3017,54015.02,740.0,2624,28
3018,35987.21,1000.0,2624,32
3019,147326.78,535.0,2624,62
3020,10255.13,320.0,2624,33
3021,1724.92,226.0,2624,37
3022,27567.95,3395.0,2624,35
3023,225387.87,701.0,2624,40
3024,7746.72,92.0,2624,30
3025,2103.75,100.0,2624,35
3026,384.44,42.0,2624,36
3027,4626.95,315.52,2624,37
3028,109339.57,388.0,2624,31
3029,34013.49,350.0,2624,32
3030,6978.29,180.0,2624,33
3031,4241.68,1093.0,2624,36
3032,18145.38,1112.0,2624,32
3033,649.46,500.0,2624,37
3034,11641.66,200.0,2624,34
3035,34606.62,223.0,2624,39
3036,51504.03,50.0,2624,33
3037,71631.94,2571.0,2624,58
3038,92477.53,1326.0,2624,46
3039,32500.73,919.0,2624,31
3040,2.75,30.0,2624,29
3041,2744.09,715.0,2624,33
3042,113729.63,5010.0,2624,32
3043,1706.75,200.0,2624,34
3045,50101.1,1290.0,2624,223
3046,18185.23,1360.0,2624,39
3047,657502.31,5153.35,2624,54
3048,77581.71,6600.0,2624,36
3049,75753.93,1495.0,2624,38
3050,11081.23,215.0,2624,38
3051,3432.88,200.0,2624,36
3052,103965.15,1828.52,2624,54
3053,40288.74,348.0,2624,36
3054,2899.74,1882.0,2624,29
3055,1434.23,200.0,2624,42
3056,9202.12,688.0,2624,34
3057,40633.18,500.0,2624,32
3058,841.34,59.0,2624,31
3059,10566.03,90.0,2624,31
3060,24177.78,1618.0,2624,40
3061,69964.88,456.0,2624,45
3062,84711.03,850.0,2624,49
3063,18712.26,766.0,2624,36
3064,33402.52,1066.0,2624,45
3065,15055.39,520.0,2624,45
3066,37992.36,25.0,2624,28
3067,494723.4,155.0,2624,223
3068,29833.13,179.0,2624,31
3069,1405.44,190.0,2624,34
3070,49222.93,498.44,2624,36
3071,31146.73,176.2,2624,33
3072,7657.7,750.0,2624,34
3073,5790.11,1124.0,2624,36
3074,4500.37,4726.0,2624,46
3075,4278.59,604.57,2624,32
3076,266425.9,1000.0,2624,223
3077,6041.12,59.0,2624,36
3078,95483.13,200.0,2624,30
3079,121463.43,245.0,2624,30
3080,3659161.33,2805.0,2624,43
3082,70636.0,310.0,2624,34
3083,4191.96,130.0,2624,28
3084,9025.74,148.0,2624,30
3085,86161.83,1100.0,2624,39
3086,13099.68,100.0,2624,32
3087,14062.43,5000.0,2624,39
3088,5042.67,100.0,2624,31
3089,246169.76,4372.0,2624,45
3090,11917.8,372.0,2624,31
3091,6737.87,225.0,2624,44
3092,29441.86,175.0,2624,56
3093,15147.88,700.0,2624,49
3094,4659.56,156.17,2624,35
3095,9223.84,65.0,2624,33
3096,24954.58,568.0,2624,37
3097,331956.14,859.0,2624,31
3098,12974.27,200.0,2624,30
3099,8693.38,485.0,2624,31
3100,5658.8,58.0,2624,27
3101,1116.58,53000.0,2624,34
3102,6555.66,110.0,2624,28
3103,2133.38,293.57,2624,27
3104,26.22,30.0,2624,29
3105,19988.14,5868.0,2624,29
3106,7929.6,60.0,2624,33
3107,9502.7,201.8,2624,28
3108,1871.26,596.0,2624,33
3109,15576.7,7409.8,2624,36
3110,286407.78,567.0,2624,223
3111,236471.75,393.0,2624,32
3112,11434.09,207.0,2624,34
3113,6153347.84,722.0,2624,31
3114,433482.46,760.0,2624,223
3115,102.18,780.0,2624,35
3116,965.09,50.0,2624,38
3117,17003.84,400.96,2624,32
3118,125507.73,4155.0,2624,33
3119,132197.44,10000.0,2624,40
3120,65759.37,501.0,2624,36
3121,84235.3,344.0,2624,39
3122,246292.37,860.0,2624,46
3123,32178.38,1000.0,2624,35
3124,6.87,130.0,2624,40
3125,217865.11,3264.0,2624,223
3126,593110.76,805.04,2624,57
3127,30861.81,100.0,2624,41
3128,422369.24,9600.0,2624,42
3129,19345.91,27.0,2624,31
3130,47133.62,4949.0,2624,50
3131,18488.66,204.0,2624,28
3132,84088.09,1080.0,2624,40
3133,157333.33,64688.0,2624,223
3134,212364.95,758.0,2624,35
3135,9085.85,381.49,2624,47
3136,32677.25,760.0,2624,39
3137,1405.19,865.06,2624,41
3138,351.28,1965.0,2624,34
3139,45738.78,198.0,2624,41
3140,2668.35,120.0,2624,57
3141,329867.86,1790.0,2624,38
3142,324551.5,15000.0,2624,40
3143,37022.03,846.0,2624,223
3144,47698.69,310.0,2624,40
3145,7768.0,135.0,2624,34
3146,5123.11,945.0,2624,31
3147,16860.24,3000.0,2624,37
3148,32180.42,1852.0,2624,36
3149,864029.42,7995.0,2624,47
3150,1422.5,39.0,2624,33
3151,199291.43,86.26,2624,36
3152,24929.56,620.0,2624,223
3153,17353.93,299.0,2624,37
3154,28364.69,5.71,2624,34
3155,2320.85,300.0,2624,29
3156,8479.21,1584.28,2624,34
3157,80639.03,306.0,2624,70
3158,958.6,100.85,2624,29
3159,58955.74,63000.0,2624,49
3160,2263.4,3990.0,2624,27
3161,3741.94,184.0,2624,28
3162,24468.47,27.0,2624,30
3163,297.14,63000.0,2624,36
3164,59095.31,159.0,2624,46
3165,127237.67,69456.0,2624,51
3166,49114.94,500.0,2624,38
3167,8339.39,785.0,2624,37
3168,120365.32,500.0,2624,42
3169,281540.44,550.0,2624,40
3170,34919.79,285.0,2624,59
3171,311029.08,680.0,2624,45
3172,40308.51,309.0,2624,33
3173,43123.78,1664.0,2624,35
3174,3976.24,100.0,2624,32
3175,324551.5,45000.0,2624,40
3176,4053.02,145.96,2624,32
3177,11009.04,350.36,2624,41
3178,6828.5,1714.66,2624,38
3179,27849.3,1798.0,2624,41
3180,70773.14,1500.0,2624,54
3181,515982.16,66.0,2624,36
3182,4624.37,150.0,2624,34
3183,9822.52,276.29,2624,46
3184,18195.84,250.0,2624,31
3185,589595.95,1148.0,2624,38
3186,15312.14,289.0,2624,35
3187,5484.08,550.0,2624,36
3188,6820.36,50.0,2624,30
3189,227209.32,2650.0,2624,49
3190,12295.7,387.0,2624,26
3191,6191.4,50.0,2624,28
3192,1896.41,1900.0,2624,40
3193,451819.36,53.0,2624,31
3194,157333.33,58789.0,2624,223
3195,1414.68,53000.0,2624,64
3196,3387.97,687.0,2624,39
3197,3173.71,1698.0,2624,30
3198,69400.01,1219.0,2624,39
3199,33984.87,1.0,2624,32
3200,78900.6,3395.0,2624,42
3201,36537.44,2653.14,2624,223
3202,344070.53,50.0,2624,36
3203,40123.48,11700.0,2624,223
3204,324551.5,25000.0,2624,40
3205,4834.12,420.0,2624,35
3206,3622.33,2542.42,2624,38
3207,24565.95,4000.0,2624,43
3208,191943.69,1000.0,2624,45
3209,474597.19,4200.0,2624,73
3210,3874.41,147.0,2624,30
3211,244951.28,7500.0,2624,32
3212,4445.81,100.0,2624,32
3213,40186.67,10000.0,2624,223
3214,115490.5,129.0,2624,36
3215,42854.87,50.0,2624,31
3216,5462.43,1682.0,2624,44
3217,23622.27,279.0,2624,37
3218,733.4,24000.0,2624,33
3219,176.56,4190.0,2624,44
3220,968.05,218.0,2624,31
3221,20453.95,175.0,2624,35
3222,740.2,100.0,2624,43
3223,20092.68,500.0,2624,41
3224,456.95,1920.0,2624,35
3225,11614.1,1435.0,2624,34
3226,63872.29,2492.0,2624,40
3227,106573.38,345.03,2624,30
3228,80161.99,20.0,2624,29
3229,0.78,25.0,2624,34
3230,131332.36,1322.0,2624,44
3231,17189.06,149.0,2624,36
3232,1534.38,193.14,2624,31
3233,1170.04,699.0,2624,34
3234,15137.83,159.0,2624,32
3235,212.64,500.0,2624,38
3236,7007.56,200.0,2624,31
3237,13924.32,1500.0,2624,72
3238,11090.53,20.0,2624,32
3239,3681.6,500.0,2624,54
3240,1553.49,453.0,2624,39
3241,358887.8,241.0,2624,29
3242,765556.07,2450.0,2624,223
3243,78122.46,45999.0,2624,52
3244,319735.12,474.0,2624,35
3245,66083.31,1442.0,2624,37
3246,28975.21,324.0,2624,43
3247,20834.07,99.0,2624,35
3248,215585.38,956.0,2624,50
3249,1853.32,11300.0,2624,37
3250,12492.86,376.0,2624,40
3251,15510.46,1199.0,2624,42
3252,171781.42,1.0,2624,34
3253,1253.32,1400.12,2624,36
3254,3.25,250.0,2624,37
3255,21654.12,1150.0,2624,60
3256,15326.2,3407.0,2624,40
3257,9876.71,849.0,2624,41
3258,46112.75,250.0,2624,29
3259,1280.01,1159.84,2624,30
3260,186820.14,1590.0,2624,43
3261,6412.6,430.0,2624,36
3262,57300.81,259.0,2624,33
3263,207411.38,2549.15,2624,34
3264,13347.49,292.41,2624,49
3265,60987.15,18210.0,2624,63
3266,0.0,673.0,2624,29
3267,69252.22,6726.0,2624,36
3268,27818.62,5.0,2624,27
3269,5690.89,60.0,2624,39
3270,18817.46,250.0,2624,43
3271,901883.28,645.0,2624,53
3272,10223.55,50.0,2624,34
3273,4310.34,40000.0,2624,45
3274,44573.68,447.43,2624,31
3275,8655.89,200.0,2624,33
3276,125.68,107.0,2624,66
3277,15224.37,105.0,2624,30
3278,1549.41,70.0,2624,36
3279,16008.35,1901.31,2624,56
3280,41624.7,53000.0,2624,36
3281,86.8,8931.0,2624,40
3282,3280.73,200.0,2624,32
3283,130282.24,750.0,2624,36
3284,520644.68,1310.0,2624,40
3285,765.6,255.0,2624,32
3286,21154.45,49.0,2624,40
3287,1.17,30.0,2624,32
3288,35022.27,500.0,2624,33
3289,1686.45,257.0,2624,48
3290,41393.99,1546.0,2624,223
3291,8553.1,98.0,2624,26
3292,130593.31,100.0,2624,26
3293,36537.44,3615.16,2624,223
3294,36537.44,2156.94,2624,223
3295,248574.66,785.0,2624,42
3296,26029.53,10.0,2624,30
3297,2402.04,120.0,2624,40
3298,15805.75,4078.0,2624,25
3299,13238.99,59.0,2624,25
3300,24490.24,300.0,2624,36
3301,3150.52,156.0,2624,31
3302,96619.93,273.0,2624,73
3303,40630.52,366.0,2624,35
3304,2063.14,805.0,2624,26
3305,114429.73,5981.0,2624,38
3306,1039782.09,3336.02,2624,223
3307,6835.35,252.17,2624,44
