,Education,Marital_Status,Income,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,total_products,frequent_purchases,total_child,age
1185,2,4,22327.0,94,5,0,0,0,0,0,0,24,5,1,38
1186,2,3,44393.0,86,4,0,0,0,0,0,0,60,7,2,58
1187,4,4,62000.0,25,4,0,0,0,1,0,0,1020,26,1,71
1188,4,5,31497.0,22,8,0,0,0,0,0,0,155,10,1,61
1189,0,3,45894.0,15,5,0,0,0,0,0,0,51,5,2,49
1190,3,2,78579.0,35,3,0,0,0,0,0,0,1812,16,0,53
1191,3,6,67369.0,81,4,0,1,1,0,0,0,1461,25,1,54
1192,2,2,58401.0,55,4,0,0,0,0,0,0,96,6,1,63
1193,2,4,62307.0,94,5,0,0,0,0,0,0,160,9,1,71
1194,3,3,43641.0,50,6,0,0,0,0,0,0,139,10,2,54
1195,3,2,63841.0,64,6,0,0,0,0,0,0,908,22,1,55
1196,0,3,46891.0,91,4,0,0,0,0,0,0,183,8,1,58
1197,3,3,70091.0,11,8,0,1,0,0,0,0,1161,19,1,54
1198,4,3,78075.0,72,1,0,0,0,0,0,0,988,14,0,51
1199,0,6,59184.0,6,5,0,0,0,0,0,0,1072,27,1,62
1200,2,3,54809.0,0,4,0,0,0,0,0,0,174,12,2,46
1201,2,3,58113.0,66,7,0,0,0,0,0,1,758,22,1,64
1202,3,3,51412.0,42,4,0,0,0,0,0,0,195,11,1,65
1203,2,2,15287.0,60,7,1,0,0,0,0,0,31,6,1,44
1204,3,5,66636.0,64,1,0,0,0,0,0,0,1084,17,0,66
1205,3,3,50965.0,87,8,1,0,0,0,0,0,685,22,1,67
1206,4,3,84618.0,96,2,0,0,1,0,0,0,1672,26,0,58
1207,2,3,18351.0,1,7,0,0,0,0,0,0,43,6,0,33
1208,4,5,40451.0,54,5,1,0,0,0,0,0,49,5,2,66
1209,2,5,36317.0,53,7,0,0,0,0,0,0,133,9,1,58
1210,2,5,42213.0,96,7,0,1,0,0,0,0,363,15,1,66
1211,2,5,65748.0,58,1,0,0,0,0,0,1,545,18,1,68
1212,2,5,77044.0,12,4,1,0,0,0,0,0,1065,31,1,51
1213,2,5,74918.0,78,3,0,0,1,0,0,0,2047,21,0,54
1214,2,3,56721.0,64,6,0,0,0,0,0,0,296,15,2,51
1215,2,4,42160.0,26,6,0,0,0,0,0,0,140,11,2,48
1216,2,4,61559.0,8,3,0,0,0,0,0,0,530,17,1,58
1217,4,5,33629.0,49,9,0,0,0,0,0,0,152,13,2,60
1218,4,5,68682.0,56,2,0,0,0,0,0,0,1598,24,0,32
1219,2,4,34377.0,55,7,0,0,0,0,0,0,114,8,1,60
1220,1,4,8940.0,25,8,0,0,0,0,0,0,101,10,1,37
1221,2,3,26228.0,50,8,0,0,0,0,0,0,25,4,1,50
1222,0,2,77297.0,84,4,0,0,0,1,0,0,789,22,0,66
1223,2,3,40211.0,30,8,1,0,0,0,0,0,87,7,2,42
1224,4,6,33438.0,81,5,0,0,0,0,0,0,90,11,2,65
1225,4,3,75032.0,74,3,0,0,0,0,0,0,1215,20,1,64
1226,4,4,61284.0,76,6,0,1,0,0,0,0,811,22,0,68
1227,2,3,22518.0,36,5,1,0,0,0,0,0,61,7,1,37
1228,3,3,54730.0,64,4,0,0,0,0,0,0,405,18,1,48
1229,3,3,38452.0,62,7,0,0,0,0,0,0,72,9,2,68
1230,2,2,44421.0,53,8,0,0,0,0,0,0,189,14,2,52
1231,4,5,38197.0,86,5,0,0,0,0,0,0,40,5,1,37
1232,2,2,41986.0,15,4,0,0,0,0,0,0,63,10,1,45
1233,2,5,28427.0,67,8,0,0,0,0,0,0,52,7,1,40
1234,4,5,37395.0,47,6,0,0,0,0,0,0,39,5,1,47
1235,2,3,64722.0,47,6,0,0,0,0,0,0,805,25,1,52
1236,3,5,55249.0,81,3,0,0,0,0,0,0,130,8,1,67
1237,2,5,84906.0,98,2,0,1,1,0,1,0,1631,24,0,51
1238,2,3,28691.0,56,8,0,0,0,0,0,0,34,5,1,34
1239,2,4,44213.0,48,6,0,0,0,0,0,0,152,12,2,71
1240,1,4,25707.0,18,7,0,0,0,0,0,0,21,5,1,39
1241,4,3,59062.0,74,4,0,0,0,0,0,0,71,7,3,56
1242,2,4,76624.0,68,1,1,0,0,0,0,0,899,23,1,61
1243,3,5,66000.0,36,1,0,0,0,0,0,0,711,10,0,76
1244,4,5,27683.0,90,8,0,0,0,0,0,0,351,16,1,45
1245,2,2,1730.0,65,20,0,0,0,0,0,0,8,15,0,52
1246,1,4,7500.0,63,9,0,0,0,0,0,0,119,11,1,31
1247,2,5,40521.0,82,5,0,0,0,0,0,0,21,4,2,55
1248,4,5,20427.0,63,8,0,0,0,0,0,0,10,4,1,50
1249,2,3,65106.0,55,6,0,1,0,0,0,0,973,27,1,48
1250,4,3,69969.0,64,3,0,0,1,1,0,0,1536,13,0,58
1251,2,3,67433.0,51,4,0,1,0,0,0,0,992,28,2,71
1252,4,3,77766.0,97,6,1,0,0,0,0,0,1529,34,1,56
1253,2,3,74716.0,92,4,0,0,0,0,0,0,860,17,1,51
1254,2,2,68118.0,51,6,0,0,0,0,0,0,928,23,1,60
1255,4,3,55158.0,72,7,0,0,0,0,0,0,418,18,2,53
1256,0,3,62972.0,39,6,0,0,0,0,0,0,587,16,1,68
1257,2,3,74190.0,49,2,0,0,0,0,0,0,641,19,1,48
1258,2,3,39356.0,21,6,1,0,0,0,0,0,23,4,2,47
1259,2,5,76653.0,91,2,0,0,1,1,0,0,2279,23,0,54
1260,4,2,35860.0,37,5,1,0,0,0,0,0,49,6,2,50
1261,4,2,90687.0,98,2,0,0,1,0,0,0,1779,17,0,40
1262,3,5,73450.0,85,3,1,0,0,1,0,0,1804,27,0,41
1263,2,3,31454.0,40,8,0,0,0,0,0,0,48,8,2,63
1264,2,4,47139.0,2,7,0,0,0,0,0,0,83,7,2,71
1265,2,2,83829.0,78,1,1,0,1,1,0,0,1862,17,0,48
1266,4,3,53378.0,41,8,0,0,0,0,0,0,793,29,2,60
1267,2,5,19656.0,94,7,0,0,0,0,0,0,84,9,1,53
1268,4,3,45579.0,10,6,0,0,0,0,0,0,183,10,1,75
1269,0,4,85485.0,73,2,0,0,0,0,0,0,1383,19,0,65
1270,2,3,55956.0,22,4,0,1,0,0,0,0,999,16,0,79
1271,3,4,64191.0,30,3,0,0,0,0,0,0,825,24,1,60
1272,2,4,38808.0,21,8,1,0,0,0,0,0,246,14,1,51
1273,3,3,57183.0,51,8,0,0,0,0,0,0,610,25,2,57
1274,3,2,23748.0,97,8,0,0,0,0,0,0,76,9,1,55
1275,2,3,66303.0,56,8,0,1,0,0,0,0,1286,22,1,52
1276,3,3,37368.0,4,6,1,0,0,0,0,0,30,4,1,48
1277,2,3,40800.0,77,7,0,0,0,0,0,1,99,8,3,59
1278,2,2,71847.0,95,3,0,0,0,1,0,0,1192,22,0,45
1279,2,3,46149.0,36,5,0,0,0,0,0,0,362,18,1,48
1280,2,5,78687.0,13,2,0,0,1,0,0,0,2130,19,0,40
1281,0,2,49118.0,90,7,0,1,0,0,1,0,1229,28,0,52
1282,4,3,37633.0,49,9,0,0,0,0,0,0,38,6,2,66
1283,3,5,39767.0,18,8,0,0,0,0,0,0,485,17,0,72
1284,1,3,26997.0,89,7,0,0,0,0,0,0,434,13,0,72
1285,2,2,33986.0,43,7,0,0,0,0,0,0,44,5,1,53
1286,4,3,57091.0,82,7,0,1,0,0,0,0,496,18,1,51
1287,0,3,46831.0,84,4,0,0,0,0,0,0,78,7,2,54
1288,3,3,83151.0,80,2,1,0,1,1,0,0,2346,23,0,51
1289,2,3,52531.0,68,6,0,0,0,0,0,0,794,21,0,52
1290,2,3,15759.0,12,7,0,0,0,0,0,0,17,4,0,67
1291,2,4,22804.0,75,9,0,0,0,0,0,0,26,5,1,52
1292,0,3,43050.0,10,5,0,0,0,0,0,0,76,8,1,50
1293,4,4,42997.0,91,7,0,0,0,0,0,0,15,4,2,46
1294,4,4,48918.0,21,4,0,0,0,0,0,0,62,7,2,60
1295,3,5,60033.0,28,2,0,0,0,0,0,0,198,10,1,69
1296,4,5,34043.0,97,9,0,0,0,0,0,0,49,5,1,45
1297,2,5,57811.0,49,5,0,1,0,0,0,0,802,25,1,57
1298,2,3,78569.0,14,1,0,0,1,0,0,0,1736,15,0,77
1299,2,4,7500.0,5,6,0,0,0,0,0,0,57,10,2,45
1300,3,5,157733.0,37,1,0,0,0,0,0,0,59,2,1,52
1301,2,5,94384.0,62,2,0,1,1,1,0,0,2302,18,0,70
1302,0,3,23148.0,83,7,0,0,0,0,0,0,37,6,0,38
1303,2,2,44267.0,48,9,0,0,0,0,0,0,310,16,2,53
1304,2,3,71626.0,94,3,0,1,0,0,0,0,1305,19,0,44
1305,2,5,60894.0,61,7,0,0,0,0,0,0,832,26,1,57
1306,2,5,50200.0,70,8,0,0,0,0,0,0,401,19,2,47
1307,4,3,81051.0,43,2,0,1,1,0,0,0,1501,23,0,58
1308,2,3,65169.0,23,6,1,0,1,1,1,0,1189,28,0,41
1309,2,5,59868.0,37,6,0,0,0,0,0,0,1194,32,1,51
1310,4,3,65695.0,50,4,0,0,0,0,0,0,656,21,1,63
1311,3,4,64857.0,78,4,0,0,0,0,0,0,1540,23,0,67
1312,3,5,45143.0,74,7,0,0,0,0,0,0,311,15,1,58
1313,0,5,74805.0,14,2,0,0,0,0,0,0,820,26,1,68
1314,0,3,59060.0,77,4,0,0,0,0,0,0,274,14,1,34
1315,4,4,27238.0,39,9,0,0,0,0,0,0,57,9,2,61
1316,2,5,47009.0,89,4,0,0,0,0,0,0,448,17,1,58
1317,0,3,46094.0,62,7,0,0,0,0,0,0,44,5,2,50
1318,2,3,40321.0,59,7,0,0,0,0,0,0,102,8,2,51
1319,2,5,37235.0,68,4,0,0,0,0,0,0,61,5,1,39
1320,3,3,81843.0,13,3,0,0,0,0,0,0,1643,27,0,63
1321,3,5,46692.0,37,6,0,0,0,0,0,0,397,15,1,65
1322,2,5,77382.0,36,1,0,0,1,0,0,0,1121,26,1,55
1323,2,4,37774.0,28,9,1,0,0,0,0,1,473,16,2,46
1324,1,3,18393.0,2,8,0,0,0,0,0,0,50,8,1,49
1325,3,3,72828.0,17,7,0,0,0,0,0,0,1678,28,1,61
1326,2,3,24711.0,86,7,0,0,0,0,0,0,58,7,0,41
1327,4,3,45503.0,54,5,0,0,0,0,0,0,170,9,1,48
1328,3,4,6560.0,2,17,0,0,0,0,0,0,373,2,0,41
1329,4,5,71604.0,3,4,1,0,0,0,0,0,1196,17,0,78
1330,2,3,27244.0,84,7,0,0,0,0,0,0,101,8,1,44
1331,2,3,48752.0,8,9,0,0,0,0,0,0,316,17,2,54
1332,2,3,71434.0,4,4,0,1,0,1,0,0,1400,21,1,61
1333,2,4,90842.0,57,1,0,0,0,0,0,0,1424,27,0,75
1334,3,3,88097.0,24,9,0,1,1,1,0,0,844,20,1,45
1335,2,3,51948.0,51,5,0,0,0,0,0,0,311,13,1,48
1336,2,5,71853.0,29,1,0,0,0,0,0,0,1149,17,0,41
1337,3,3,35876.0,13,6,0,0,0,0,0,0,129,8,0,40
1338,2,6,40049.0,23,6,0,0,0,0,0,0,32,5,1,71
1339,2,4,39660.0,36,9,0,0,0,0,0,0,299,14,1,41
1340,2,5,50127.0,88,6,0,1,0,0,0,0,320,13,1,61
1341,3,3,43263.0,2,5,0,0,0,0,0,0,441,16,1,46
1342,3,3,62845.0,3,8,0,1,0,0,0,0,1178,28,2,74
1343,2,3,18929.0,15,6,0,0,0,0,0,0,85,6,0,33
1344,1,4,24367.0,58,9,0,0,0,0,0,0,24,4,1,41
1345,2,4,33249.0,11,6,0,0,0,0,0,0,112,8,1,48
1346,0,3,26887.0,27,6,0,0,0,0,0,0,30,5,1,64
1347,4,3,50150.0,32,5,0,0,0,0,0,0,410,16,0,40
1348,2,5,62061.0,12,6,0,1,0,0,0,0,800,24,1,47
1349,4,2,85696.0,88,1,0,0,0,0,0,0,1313,20,0,61
1350,4,5,76542.0,91,2,0,0,0,0,0,0,1483,23,0,67
1351,2,4,70515.0,12,2,0,0,0,0,0,0,1258,17,0,30
1352,2,5,18227.0,21,8,0,0,0,0,0,0,28,4,1,36
1353,2,3,69139.0,23,4,0,0,0,0,0,0,227,11,1,58
1354,2,3,69109.0,10,4,0,0,1,0,0,0,1555,20,0,41
1355,2,4,69627.0,35,5,0,0,0,0,0,0,861,23,1,61
1356,2,3,38136.0,69,8,1,0,0,0,0,0,103,8,1,45
1357,4,4,62159.0,68,4,0,0,0,0,0,0,634,19,0,77
1358,2,4,80695.0,85,2,0,0,0,0,0,0,1918,19,0,60
1359,3,4,33316.0,34,6,0,0,0,0,0,0,131,10,2,52
1360,2,5,58554.0,55,7,0,0,0,0,0,0,586,22,2,55
1361,1,3,17256.0,10,8,1,0,0,0,0,0,62,7,1,31
1362,2,2,53034.0,30,8,0,0,0,0,0,0,447,22,2,49
1363,0,5,52203.0,36,6,0,0,0,0,0,0,939,27,0,73
1364,0,2,59601.0,14,8,0,1,0,0,0,0,797,15,1,46
1365,3,4,75154.0,79,3,0,0,0,0,0,0,1143,16,1,65
1366,2,4,47025.0,52,6,0,0,0,0,0,0,415,17,1,47
1367,2,3,37971.0,97,8,0,0,0,0,0,0,30,5,1,50
1368,3,2,41335.0,24,7,0,0,0,0,0,0,187,12,1,55
1369,2,3,67267.0,0,2,0,0,0,0,0,0,251,11,1,65
1370,2,4,57338.0,96,5,0,0,0,0,0,0,237,12,1,48
1371,0,5,50523.0,89,6,0,0,0,0,0,0,91,8,2,63
1372,3,4,35791.0,94,8,0,0,0,0,0,0,35,6,3,58
1373,4,2,50611.0,98,6,0,1,0,0,0,0,493,22,1,63
1374,4,3,56242.0,72,6,0,0,0,0,0,0,971,28,1,54
1375,2,4,48904.0,1,8,0,0,0,0,0,0,371,17,1,63
1376,2,4,56243.0,26,5,0,0,0,0,0,0,396,20,3,48
1377,2,3,21355.0,5,6,1,0,0,0,0,0,68,7,1,38
1378,3,5,57420.0,22,7,0,1,0,0,0,0,322,15,1,52
1380,3,2,46390.0,56,7,0,0,0,0,0,0,222,10,1,68
1381,0,5,54342.0,74,6,0,0,0,0,0,0,177,12,2,67
1384,2,3,20895.0,24,9,0,0,0,0,0,0,45,6,1,50
1385,2,3,92344.0,9,1,1,0,1,0,0,0,1899,20,0,75
1387,0,5,26907.0,10,7,0,0,0,0,0,0,22,6,2,47
1388,2,5,44964.0,35,8,0,0,0,0,0,0,41,5,2,43
1389,2,5,75507.0,56,3,0,0,0,0,0,0,1440,21,0,44
1390,3,3,53761.0,7,5,0,0,0,0,0,0,325,17,2,51
1391,2,5,22682.0,51,4,0,0,0,0,0,0,95,10,1,50
1392,4,5,38887.0,17,7,0,0,0,0,0,0,42,5,1,51
1393,0,4,41658.0,30,4,0,0,0,0,0,0,72,6,2,48
1394,4,3,29791.0,21,5,0,0,0,0,0,0,20,7,1,51
1395,3,3,63915.0,2,5,0,0,0,0,0,0,789,23,2,67
1396,2,2,39996.0,85,6,0,0,0,0,0,0,15,4,2,49
1397,2,2,26759.0,65,6,0,0,0,0,0,0,59,8,1,51
1398,3,2,63841.0,64,6,0,0,0,0,0,0,908,22,1,55
1399,4,3,51039.0,11,7,0,0,0,0,0,0,417,14,2,54
1400,2,3,60544.0,92,6,0,0,0,0,0,0,289,15,2,62
1401,2,3,65685.0,54,5,0,0,0,0,0,0,769,21,1,51
1402,2,3,37716.0,4,7,0,0,0,0,0,0,188,10,1,70
1403,2,4,36864.0,53,8,0,0,0,0,0,0,354,14,1,66
1404,3,3,44511.0,39,8,0,0,0,0,0,0,727,26,1,53
1405,4,3,36947.0,49,9,0,0,0,0,0,0,146,11,2,56
1406,3,5,47352.0,70,7,0,0,0,0,0,0,319,16,1,72
1407,3,3,67087.0,40,4,0,0,0,0,0,0,794,22,1,70
1408,2,3,57045.0,40,3,0,0,0,0,0,0,454,18,1,73
1409,4,2,36957.0,43,9,0,0,0,0,0,0,152,11,2,70
1410,4,3,69389.0,17,4,0,0,0,0,0,0,797,22,1,46
1411,2,3,80134.0,40,6,0,1,1,1,0,0,1690,16,1,51
1412,3,3,43142.0,84,7,0,0,0,0,0,0,20,4,2,54
1413,2,3,80589.0,25,1,0,0,0,1,0,0,1428,21,0,79
1414,2,4,34412.0,62,9,0,0,0,0,0,0,209,11,1,33
1415,2,4,57537.0,83,4,0,0,0,0,0,0,545,19,1,44
1416,1,5,22634.0,47,8,0,0,0,0,0,0,96,6,0,57
1417,2,5,51315.0,45,2,0,0,0,0,0,0,222,10,0,75
1418,2,3,36026.0,34,6,0,0,0,0,0,0,61,7,3,51
1419,2,3,24639.0,3,6,0,0,0,0,0,0,44,9,2,50
1420,4,5,34578.0,1,6,0,0,0,0,0,0,8,4,3,51
1421,0,4,65704.0,18,1,0,0,0,0,0,0,817,23,0,51
1422,2,4,63810.0,45,8,0,1,0,0,0,0,1371,23,1,57
1423,4,5,54132.0,81,7,0,0,0,0,0,0,42,5,1,54
1424,2,3,18690.0,77,8,0,0,0,0,0,0,60,5,0,64
1425,2,3,28164.0,23,7,0,0,0,0,0,0,78,9,1,53
1426,4,3,34596.0,48,8,0,0,0,0,0,0,23,4,1,49
1427,4,3,43269.0,61,8,0,0,0,0,0,0,19,4,1,51
1428,0,4,38741.0,60,7,0,0,0,0,0,0,61,7,2,65
1429,2,4,31907.0,75,7,0,0,0,0,0,0,449,14,0,51
1430,3,3,27100.0,64,7,0,0,0,0,0,0,37,5,1,40
1431,0,2,31163.0,54,6,0,0,0,0,0,0,38,5,1,50
1432,2,3,92533.0,84,2,0,0,1,1,0,0,1131,23,0,38
1433,2,4,34853.0,75,6,0,0,0,0,0,0,34,7,2,50
1434,2,2,70844.0,16,7,0,0,0,0,0,0,294,17,2,56
1435,0,3,31086.0,79,8,1,0,0,0,0,0,48,6,2,44
1436,2,3,60544.0,92,6,0,0,0,0,0,0,289,15,2,62
1437,0,5,20491.0,16,7,0,0,0,0,0,0,30,4,0,37
1438,2,3,42523.0,96,2,0,0,0,0,0,0,125,7,0,59
1439,2,3,39922.0,30,8,0,0,0,0,0,0,156,9,1,40
1440,2,5,33402.0,60,8,0,0,0,0,0,0,70,9,2,71
1441,3,3,36408.0,11,6,0,0,0,0,0,0,22,4,2,74
1442,2,5,21645.0,75,9,0,0,0,0,0,0,65,9,1,44
1443,3,6,78427.0,36,3,0,0,0,1,0,0,1930,23,0,75
1444,2,5,82657.0,71,4,0,1,0,1,0,0,2283,23,0,77
1445,2,3,51876.0,88,1,0,0,0,0,0,0,310,13,0,65
1446,0,3,78041.0,93,2,0,0,0,0,0,0,1319,18,0,52
1447,2,3,52852.0,93,8,1,0,0,0,0,0,879,26,1,66
1448,4,5,70038.0,54,2,0,0,0,0,0,0,1244,17,0,41
1449,0,5,69401.0,41,2,0,0,0,0,0,0,690,17,1,50
1450,2,5,46053.0,46,5,0,0,0,0,0,0,209,12,1,51
1451,2,3,77343.0,28,1,0,0,0,0,0,0,1134,17,0,58
1452,2,4,73892.0,40,1,0,0,0,0,0,0,1507,23,0,70
1453,4,4,40304.0,82,7,0,0,0,0,0,0,57,6,1,56
1454,4,5,32727.0,38,8,0,0,0,0,0,0,529,17,0,58
1455,2,5,68695.0,3,2,0,0,0,0,0,0,1091,16,0,54
1456,2,2,43300.0,87,8,0,0,0,0,0,0,180,11,1,52
1457,2,5,26290.0,49,6,0,0,0,0,0,0,77,10,2,51
1458,2,4,93790.0,16,2,0,1,1,1,0,0,2349,25,0,53
1459,4,3,38410.0,65,6,0,0,0,0,0,0,534,18,0,49
1460,3,6,64866.0,9,5,0,1,0,0,0,0,556,21,1,73
1461,2,5,57957.0,24,3,0,0,0,0,0,1,637,25,1,64
1462,4,5,46015.0,25,7,1,0,0,0,1,0,46,5,2,68
1463,2,5,16531.0,43,7,0,0,0,0,0,0,44,9,1,45
1464,3,3,28072.0,10,7,0,0,0,0,0,0,47,5,1,37
1465,3,2,49476.0,29,2,0,0,0,0,0,0,795,22,1,60
1466,2,3,50725.0,45,8,0,0,0,0,0,0,586,21,1,70
1467,2,5,83844.0,57,1,0,0,1,0,0,0,1574,20,0,71
1468,4,3,41145.0,20,3,0,0,0,0,0,0,13,4,2,73
1469,2,5,67419.0,29,5,0,0,0,0,0,0,1471,25,1,53
1470,0,3,23162.0,82,6,0,0,0,0,0,0,65,8,2,53
1471,2,3,34380.0,68,8,0,0,0,0,0,0,175,12,1,46
1472,2,4,34704.0,65,5,0,0,0,0,0,0,40,5,1,57
1473,4,3,94871.0,99,7,0,1,1,0,0,0,1078,18,2,54
1474,2,3,65148.0,9,4,0,0,0,0,0,0,1115,21,1,65
1475,2,5,39898.0,20,7,0,0,0,0,0,0,134,9,1,69
1476,3,4,64857.0,78,4,0,0,0,0,0,0,1540,23,0,67
1477,4,3,59892.0,26,3,0,0,0,0,0,0,87,7,1,53
1478,3,4,41020.0,68,3,0,0,0,0,0,0,217,10,0,36
1479,4,3,57072.0,79,5,1,0,0,0,0,0,1034,27,1,62
1480,2,4,60474.0,25,7,0,0,0,0,0,0,1180,31,1,44
1481,2,5,62807.0,83,5,0,0,0,0,0,0,819,23,1,63
1482,0,5,19414.0,32,8,0,0,0,0,0,0,32,5,1,42
1483,2,3,19107.0,49,7,0,0,0,0,0,0,46,6,1,43
1484,0,5,75484.0,50,4,0,0,0,0,0,0,1159,18,1,47
1485,3,4,70379.0,84,4,0,0,0,0,0,0,860,25,1,47
1486,3,5,79419.0,96,2,0,0,0,0,0,0,1631,15,0,53
1487,4,5,64014.0,56,7,0,0,0,1,0,0,444,22,3,77
1488,2,3,76998.0,85,6,0,0,1,0,0,0,1910,29,1,68
1489,3,5,49854.0,63,6,0,0,0,0,0,0,380,18,1,51
1490,4,3,60585.0,17,5,0,0,0,0,0,0,736,30,2,52
1491,4,2,42873.0,11,8,0,0,0,0,0,0,269,15,2,73
1492,2,5,87679.0,62,4,1,0,1,1,0,0,2524,29,0,35
1493,2,5,57867.0,48,6,0,0,0,0,0,0,612,25,1,45
1494,2,3,35765.0,86,6,0,0,0,0,0,0,75,8,1,33
1495,2,3,65492.0,73,2,0,0,0,0,0,0,1045,26,0,64
1496,2,2,32952.0,36,7,0,0,0,0,0,0,55,6,1,46
1497,4,5,53374.0,34,9,1,0,0,0,0,0,1064,21,1,54
1498,2,5,71706.0,16,5,0,0,0,0,0,0,1443,25,1,64
1499,2,3,68487.0,48,4,0,0,0,0,0,0,1366,30,0,35
1500,3,5,53253.0,61,5,0,0,0,0,0,0,436,19,2,48
1501,0,2,31163.0,54,6,0,0,0,0,0,0,38,5,1,50
1502,2,3,42014.0,56,8,0,0,0,0,0,0,436,20,1,46
1503,3,3,54108.0,74,8,0,0,0,0,0,0,747,32,2,50
1504,4,4,49667.0,35,8,1,0,0,0,0,0,1396,22,0,68
1505,3,3,63206.0,65,2,0,0,1,0,0,0,928,14,0,49
1506,3,3,57136.0,48,6,0,0,0,0,0,0,642,26,2,51
1507,0,5,46772.0,88,8,1,0,0,0,0,0,1048,30,1,48
1508,4,3,78931.0,19,1,0,0,0,0,0,0,943,24,0,52
1509,2,5,53977.0,21,5,0,0,0,0,0,0,907,27,1,65
1510,2,3,84219.0,27,1,0,0,0,0,0,0,1198,18,0,35
1511,3,4,46098.0,86,8,0,0,0,0,0,0,120,11,2,48
1512,2,3,73538.0,92,7,0,0,0,0,0,0,1658,26,1,58
1513,2,3,79529.0,1,2,0,0,0,0,0,0,1638,22,0,37
1514,0,5,20981.0,14,8,0,0,0,0,0,0,73,7,0,46
1515,2,4,51766.0,74,5,0,0,0,0,0,0,275,12,1,43
1516,2,3,55759.0,84,8,0,0,0,0,0,0,854,26,1,61
1517,2,3,33039.0,4,5,0,0,0,0,0,0,78,7,1,45
1518,3,3,37787.0,50,8,0,0,0,0,0,0,106,7,1,51
1519,2,4,27242.0,2,9,0,0,0,0,0,0,106,7,1,53
1520,4,4,87188.0,73,3,0,0,0,0,0,0,1923,19,0,40
1521,2,5,69930.0,21,3,0,0,0,0,0,0,1662,22,0,52
1522,2,4,37697.0,82,6,0,0,0,0,0,0,84,7,1,47
1523,4,3,37401.0,14,7,0,0,0,0,0,0,48,7,1,50
1524,2,4,3502.0,56,14,0,0,0,0,0,0,5,0,1,50
1525,2,3,58597.0,20,7,0,0,0,0,0,0,733,32,2,47
1526,4,6,82032.0,54,1,0,0,0,0,0,0,1234,17,0,75
1527,2,5,28087.0,77,7,0,0,0,0,0,0,112,9,2,65
1528,4,4,74004.0,5,3,0,0,1,1,0,0,1658,15,0,36
1529,2,5,19740.0,65,5,0,0,0,0,0,0,55,7,1,63
1530,0,3,57036.0,33,9,1,0,0,0,0,0,1513,26,1,48
1531,0,5,53083.0,65,7,0,1,0,0,0,0,271,17,2,65
1532,4,3,69283.0,41,5,0,0,0,0,0,0,904,27,1,48
1533,3,4,46098.0,86,8,0,0,0,0,0,0,120,11,2,48
1534,0,3,23331.0,92,8,0,0,0,0,0,0,103,8,1,35
1535,0,4,23331.0,97,9,0,0,0,0,0,0,269,17,1,35
1536,2,4,9255.0,91,8,0,0,0,0,0,0,22,5,1,34
1537,4,6,67786.0,0,1,0,0,0,0,0,0,1156,16,0,64
1538,4,3,71969.0,59,8,0,1,0,0,0,0,1086,19,1,52
1539,3,4,59235.0,4,7,0,0,0,0,0,0,1128,28,1,56
1540,2,5,31928.0,5,7,0,0,0,0,0,0,72,9,1,34
1541,3,5,74881.0,48,5,0,0,0,0,0,0,964,27,2,62
1542,2,3,65819.0,99,3,0,0,0,0,0,0,1383,20,0,45
1543,4,4,51411.0,81,5,0,0,0,0,0,0,18,4,3,70
1544,2,2,51983.0,95,7,0,0,0,0,0,0,793,24,1,59
1545,3,5,42386.0,43,8,0,0,0,0,0,0,100,7,1,37
1546,0,3,30390.0,5,6,0,0,0,0,0,0,80,6,0,36
1547,2,4,30983.0,50,8,0,0,0,0,0,0,167,8,0,60
1548,2,6,66033.0,76,7,0,0,0,0,0,0,677,20,1,66
1549,0,3,37284.0,46,6,0,0,0,0,0,0,23,4,2,48
1550,3,2,57530.0,68,1,0,0,0,0,0,0,92,7,1,72
1551,0,3,76800.0,33,1,0,0,0,0,0,0,641,16,0,58
1552,2,3,63943.0,50,5,0,0,0,0,0,0,1106,17,1,67
1553,2,5,76081.0,85,2,0,0,0,1,0,0,1033,14,0,61
1554,2,3,67445.0,63,6,0,0,0,0,0,0,1174,32,1,49
1555,3,3,37054.0,89,7,0,0,0,0,0,0,25,6,2,56
1556,3,5,47175.0,81,8,1,0,0,0,0,0,240,17,2,61
1557,2,2,31859.0,77,7,0,0,0,0,0,0,20,4,1,47
1558,2,2,27215.0,50,6,0,0,0,0,0,0,102,11,3,62
1559,4,2,70179.0,10,5,0,0,0,0,0,0,1034,26,1,47
1560,2,3,39922.0,30,8,0,0,0,0,0,0,156,9,1,40
1561,3,3,49681.0,66,7,0,0,0,0,0,0,458,21,2,47
1562,2,3,24645.0,16,8,0,0,0,0,0,0,17,4,1,35
1563,2,2,79865.0,12,1,0,0,0,0,0,0,792,21,1,69
1564,2,3,44322.0,30,8,0,0,0,0,0,0,92,8,1,38
1565,2,4,47958.0,8,5,0,0,0,0,0,0,407,16,1,71
1566,3,4,63972.0,93,4,0,1,0,0,0,0,1269,23,1,59
1567,2,5,75315.0,14,2,0,0,0,0,0,0,841,23,1,69
1568,4,3,55517.0,53,9,0,0,0,0,0,0,633,23,2,73
1569,4,3,75283.0,26,4,0,0,0,0,0,0,1019,25,3,66
1570,4,4,82800.0,23,3,0,0,1,1,0,0,1315,26,0,77
1571,2,3,38998.0,92,8,0,0,0,0,0,1,54,8,2,69
